job_id,canonical_role,skill,category
train-3119,Other / Domain Specialist,R,Programming Languages
train-3119,Other / Domain Specialist,SAS,Data Science & AI
train-3119,Other / Domain Specialist,SQL,Databases & Storage
train-3120,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3120,Other / Domain Specialist,SAS,Data Science & AI
train-3121,Product Manager,Product Management,Management & Soft Skills
train-3123,Other / Domain Specialist,C,Programming Languages
train-3123,Other / Domain Specialist,Communication,Management & Soft Skills
train-3123,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3123,Other / Domain Specialist,Leadership,Management & Soft Skills
train-3123,Other / Domain Specialist,Project Management,Management & Soft Skills
train-3123,Other / Domain Specialist,Python,Programming Languages
train-3123,Other / Domain Specialist,R,Programming Languages
train-3123,Other / Domain Specialist,SAS,Data Science & AI
train-3125,Other / Domain Specialist,Algorithms,Data Science & AI
train-3125,Other / Domain Specialist,Machine Learning,Data Science & AI
train-3125,Other / Domain Specialist,Natural Language Processing,Data Science & AI
train-3126,Digital Marketing Specialist,CSS,Web & Frameworks
train-3126,Digital Marketing Specialist,HTML,Web & Frameworks
train-3126,Digital Marketing Specialist,PHP,Programming Languages
train-3126,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-3131,Other / Domain Specialist,SAS,Data Science & AI
train-3134,Other / Domain Specialist,Communication,Management & Soft Skills
train-3134,Other / Domain Specialist,Power BI,BI & Analytics Tools
train-3134,Other / Domain Specialist,SQL,Databases & Storage
train-3135,Data Engineer,Angular,Web & Frameworks
train-3135,Data Engineer,Apache Spark,Data Science & AI
train-3135,Data Engineer,Hadoop,Data Science & AI
train-3135,Data Engineer,Hive,Databases & Storage
train-3135,Data Engineer,JavaScript,Programming Languages
train-3135,Data Engineer,NoSQL,Databases & Storage
train-3135,Data Engineer,REST API,Web & Frameworks
train-3136,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-3137,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3138,Software Engineer,ASP.NET,Web & Frameworks
train-3138,Software Engineer,C,Programming Languages
train-3138,Software Engineer,C#,Programming Languages
train-3138,Software Engineer,JavaScript,Programming Languages
train-3138,Software Engineer,SQL,Databases & Storage
train-3138,Software Engineer,SQL Server,Databases & Storage
train-3138,Software Engineer,jQuery,Web & Frameworks
train-3139,Data Scientist,Data Mining,Data Science & AI
train-3139,Data Scientist,Hadoop,Data Science & AI
train-3140,Software Engineer,Java,Programming Languages
train-3140,Software Engineer,REST API,Web & Frameworks
train-3142,Machine Learning Engineer,Deep Learning,Data Science & AI
train-3142,Machine Learning Engineer,Machine Learning,Data Science & AI
train-3142,Machine Learning Engineer,PyTorch,Data Science & AI
train-3142,Machine Learning Engineer,Python,Programming Languages
train-3142,Machine Learning Engineer,R,Programming Languages
train-3142,Machine Learning Engineer,TensorFlow,Data Science & AI
train-3145,Other / Domain Specialist,Communication,Management & Soft Skills
train-3145,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3147,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3149,Other / Domain Specialist,Apache Spark,Data Science & AI
train-3149,Other / Domain Specialist,Hadoop,Data Science & AI
train-3149,Other / Domain Specialist,Hive,Databases & Storage
train-3149,Other / Domain Specialist,NoSQL,Databases & Storage
train-3150,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3150,Other / Domain Specialist,R,Programming Languages
train-3150,Other / Domain Specialist,SAS,Data Science & AI
train-3150,Other / Domain Specialist,SQL,Databases & Storage
train-3152,Other / Domain Specialist,Project Management,Management & Soft Skills
train-3154,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3154,Other / Domain Specialist,Hadoop,Data Science & AI
train-3157,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3158,Data Engineer,Cassandra,Databases & Storage
train-3158,Data Engineer,Data Analysis,Data Science & AI
train-3158,Data Engineer,Data Mining,Data Science & AI
train-3158,Data Engineer,Excel,BI & Analytics Tools
train-3158,Data Engineer,Hadoop,Data Science & AI
train-3158,Data Engineer,Hive,Databases & Storage
train-3158,Data Engineer,NoSQL,Databases & Storage
train-3158,Data Engineer,Python,Programming Languages
train-3161,Other / Domain Specialist,Apache Spark,Data Science & AI
train-3161,Other / Domain Specialist,CI/CD,Cloud & DevOps
train-3161,Other / Domain Specialist,Hadoop,Data Science & AI
train-3161,Other / Domain Specialist,Java,Programming Languages
train-3161,Other / Domain Specialist,Python,Programming Languages
train-3161,Other / Domain Specialist,Scala,Programming Languages
train-3163,Other / Domain Specialist,Communication,Management & Soft Skills
train-3163,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3164,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3165,Other / Domain Specialist,ASP.NET,Web & Frameworks
train-3165,Other / Domain Specialist,C,Programming Languages
train-3165,Other / Domain Specialist,C#,Programming Languages
train-3165,Other / Domain Specialist,SQL,Databases & Storage
train-3165,Other / Domain Specialist,SQL Server,Databases & Storage
train-3167,Other / Domain Specialist,Agile,Management & Soft Skills
train-3167,Other / Domain Specialist,Communication,Management & Soft Skills
train-3167,Other / Domain Specialist,Linux,Cloud & DevOps
train-3167,Other / Domain Specialist,Python,Programming Languages
train-3171,DevOps / Cloud Engineer,AWS,Cloud & DevOps
train-3171,DevOps / Cloud Engineer,Java,Programming Languages
train-3171,DevOps / Cloud Engineer,Linux,Cloud & DevOps
train-3171,DevOps / Cloud Engineer,PHP,Programming Languages
train-3171,DevOps / Cloud Engineer,Ruby,Programming Languages
train-3172,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3172,Other / Domain Specialist,Data Mining,Data Science & AI
train-3172,Other / Domain Specialist,Machine Learning,Data Science & AI
train-3172,Other / Domain Specialist,Natural Language Processing,Data Science & AI
train-3178,Other / Domain Specialist,Ansible,Cloud & DevOps
train-3178,Other / Domain Specialist,CI/CD,Cloud & DevOps
train-3178,Other / Domain Specialist,Linux,Cloud & DevOps
train-3183,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3183,Other / Domain Specialist,Oracle,Databases & Storage
train-3186,Data Engineer,Apache Spark,Data Science & AI
train-3186,Data Engineer,Hadoop,Data Science & AI
train-3186,Data Engineer,Hive,Databases & Storage
train-3186,Data Engineer,Java,Programming Languages
train-3186,Data Engineer,NoSQL,Databases & Storage
train-3186,Data Engineer,REST API,Web & Frameworks
train-3191,Other / Domain Specialist,Bootstrap,Web & Frameworks
train-3191,Other / Domain Specialist,CSS,Web & Frameworks
train-3191,Other / Domain Specialist,Communication,Management & Soft Skills
train-3191,Other / Domain Specialist,HTML,Web & Frameworks
train-3191,Other / Domain Specialist,Java,Programming Languages
train-3192,Digital Marketing Specialist,Communication,Management & Soft Skills
train-3192,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-3193,Other / Domain Specialist,Oracle,Databases & Storage
train-3193,Other / Domain Specialist,SQL,Databases & Storage
train-3195,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3198,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3202,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3209,Other / Domain Specialist,SEM,BI & Analytics Tools
train-3213,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-3217,Data Engineer,Data Analysis,Data Science & AI
train-3217,Data Engineer,Hadoop,Data Science & AI
train-3217,Data Engineer,Project Management,Management & Soft Skills
train-3219,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-3220,Other / Domain Specialist,AWS,Cloud & DevOps
train-3220,Other / Domain Specialist,Apache Spark,Data Science & AI
train-3220,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3220,Other / Domain Specialist,Java,Programming Languages
train-3220,Other / Domain Specialist,Python,Programming Languages
train-3220,Other / Domain Specialist,REST API,Web & Frameworks
train-3220,Other / Domain Specialist,SQL,Databases & Storage
train-3222,Digital Marketing Specialist,Communication,Management & Soft Skills
train-3222,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-3222,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-3225,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3226,DevOps / Cloud Engineer,Data Analysis,Data Science & AI
train-3227,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3228,Business Analyst,Communication,Management & Soft Skills
train-3231,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3231,Other / Domain Specialist,Google Analytics,BI & Analytics Tools
train-3231,Other / Domain Specialist,SEM,BI & Analytics Tools
train-3232,Business Analyst,Business Analysis,Management & Soft Skills
train-3232,Business Analyst,Data Analysis,Data Science & AI
train-3232,Business Analyst,Excel,BI & Analytics Tools
train-3232,Business Analyst,SAS,Data Science & AI
train-3232,Business Analyst,SQL,Databases & Storage
train-3232,Business Analyst,Tableau,BI & Analytics Tools
train-3234,Data Scientist,Algorithms,Data Science & AI
train-3234,Data Scientist,C,Programming Languages
train-3234,Data Scientist,C++,Programming Languages
train-3234,Data Scientist,Machine Learning,Data Science & AI
train-3234,Data Scientist,Python,Programming Languages
train-3234,Data Scientist,R,Programming Languages
train-3237,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3237,Other / Domain Specialist,Data Mining,Data Science & AI
train-3237,Other / Domain Specialist,Machine Learning,Data Science & AI
train-3237,Other / Domain Specialist,Python,Programming Languages
train-3238,Other / Domain Specialist,Azure,Cloud & DevOps
train-3242,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3245,Data Engineer,Apache Spark,Data Science & AI
train-3245,Data Engineer,Hadoop,Data Science & AI
train-3245,Data Engineer,Hive,Databases & Storage
train-3245,Data Engineer,Java,Programming Languages
train-3245,Data Engineer,Linux,Cloud & DevOps
train-3245,Data Engineer,Python,Programming Languages
train-3247,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3248,Other / Domain Specialist,Data Analysis,Data Science & AI
train-3248,Other / Domain Specialist,Hadoop,Data Science & AI
train-3248,Other / Domain Specialist,SAS,Data Science & AI
train-3248,Other / Domain Specialist,SQL,Databases & Storage
train-3249,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-3250,Other / Domain Specialist,Apache Spark,Data Science & AI
train-3250,Other / Domain Specialist,Data Mining,Data Science & AI
train-3250,Other / Domain Specialist,Machine Learning,Data Science & AI
